,uniq.Subject,QueryID,n,mean.Perc.Ident,sd.Perc.Ident,uniq.Subject.Type,genus,notes
447,Polyporales_sp|KJ668541|SH1573568.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__unidentified;g__unidentified;s__Polyporales_sp,ASV1504,1,99.6,NA,Fungi,NA,
448,Schizophyllum_amplum|DQ097353|SH1565277.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum;s__Schizophyllum_amplum----Schizophyllum_commune|UDB011478|SH1565276.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum;s__Schizophyllum_commune,ASV1505,2,97.264,0.982878426,Fungi,NA,
449,Calyptella_capula|UDB015396|SH1641241.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Calyptella;s__Calyptella_capula,ASV1506,1,96.14,NA,Fungi,NA,
450,Mycosphaerellaceae_sp|DQ267593|SH1577479.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__Mycosphaerellaceae_sp,ASV1508,1,91.262,NA,Fungi,NA,
451,Fungi_sp|KU518325|SH1551169.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,ASV1509,1,100,NA,Fungi,NA,
452,Nigrospora_oryzae|DQ219433|SH1549606.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriaceae;g__Nigrospora;s__Nigrospora_oryzae,ASV151,1,99.07,NA,Fungi,NA,
453,Trametes_hirsuta|UDB015395|SH1565940.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Coriolaceae;g__Trametes;s__Trametes_hirsuta,ASV1510,1,97.468,NA,Fungi,NA,
454,Bjerkandera_adusta|EU918694|SH1615228.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Bjerkandera;s__Bjerkandera_adusta,ASV1512,1,97.748,NA,Fungi,NA,
455,Dioszegia_sp|KP235653|SH1609780.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_sp,ASV1513,1,98.639,NA,Fungi,NA,
456,Mycosphaerella_sp|KX908312|SH1521456.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_sp,ASV1514,1,99.468,NA,Fungi,NA,
457,Meruliaceae_sp|KJ831936|SH1544537.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__unidentified;s__Meruliaceae_sp,ASV1515,1,99.559,NA,Fungi,NA,
458,Phellinus_gilvus|KF800257|SH1525072.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Phellinus;s__Phellinus_gilvus,ASV1516,1,99.242,NA,Fungi,NA,
459,Fungi_sp|MH019936|SH1523077.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,ASV1517,1,100,NA,Fungi,NA,
460,Articulospora_sp|GQ996168|SH1648816.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Articulospora;s__Articulospora_sp,ASV1519,1,100,NA,Fungi,NA,
461,Stagonosporopsis_dorenboschii|GU237862|SH2232060.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_dorenboschii,ASV152,1,99.435,NA,Fungi,NA,
462,Chaetothyriales_sp|HQ607895|SH1541746.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp,ASV1520,1,98.276,NA,Fungi,NA,
463,Ustilaginaceae_sp|KU057813|SH1519656.08FU|reps|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__unidentified;s__Ustilaginaceae_sp,ASV1521,1,99.254,NA,Fungi,NA,
464,Phlebia_acanthocystis|MG649290|SH1544552.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Phlebia;s__Phlebia_acanthocystis,ASV1525,1,95.021,NA,Fungi,NA,
465,Bensingtonia_sp|AF444671|SH1631898.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Kondoaceae;g__Bensingtonia;s__Bensingtonia_sp,ASV1527,1,89.45,NA,Fungi,NA,
466,Cryptococcus_sp|GQ181170|SH1648403.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_sp,ASV1528,1,99.459,NA,Fungi,NA,
467,Sporobolomyces_johnsonii|AY015431|SH1575130.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_johnsonii,ASV1529,1,100,NA,Fungi,NA,
468,Uwebraunia_dekkeri|AF173309|SH1930240.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Uwebraunia;s__Uwebraunia_dekkeri,ASV153,1,97.273,NA,Fungi,NA,
469,Sistotrema_oblongisporum|GQ162819|SH1513285.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;g__Sistotrema;s__Sistotrema_oblongisporum,ASV1531,1,95.276,NA,Fungi,NA,
470,Hyphodermella_sp|GU053935|SH1573672.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Hyphodermella;s__Hyphodermella_sp,ASV1532,1,97.009,NA,Fungi,NA,
471,Colletotrichum_gloeosporioides|MH168109|SH1543759.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum;s__Colletotrichum_gloeosporioides,ASV495,1,97.845,NA,Fungi,NA,
472,Montagnula_sp|KJ188100|SH1579769.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Montagnula;s__Montagnula_sp,ASV1538,1,96.512,NA,Fungi,NA,
473,Bullera_penniseticola|AF444471|SH1570368.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleraceae;g__Bullera;s__Bullera_penniseticola,ASV154,1,99.444,NA,Fungi,NA,
474,Fungi_sp|MH019936|SH1523077.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,ASV1541,1,100,NA,Fungi,NA,
475,Iodophanus_sp|GQ922553|SH1569319.08FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Iodophanus;s__Iodophanus_sp,ASV1542,1,98.016,NA,Fungi,NA,
476,Monochaetia_dimorphospora|LC146750|SH1648933.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Monochaetia;s__Monochaetia_dimorphospora,ASV1543,1,100,NA,Fungi,NA,
477,Stereum_ostrea|KF800651|SH1575995.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Stereum;s__Stereum_ostrea,ASV1544,1,99.545,NA,Fungi,NA,
478,Filobasidium_sp|EU266556|SH2076881.08FU|refs_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_sp,ASV501,1,98.907,NA,Fungi,NA,
479,Helminthosporium_velutinum|AB551948|SH1542847.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Helminthosporium;s__Helminthosporium_velutinum,ASV1547,1,99.111,NA,Fungi,NA,
480,Russulales_sp|GQ999325|SH1648603.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__unidentified;g__unidentified;s__Russulales_sp,ASV1549,1,94.419,NA,Fungi,NA,
481,Ascomycota_sp|KM434271|SH1525104.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp,ASV155,1,100,NA,Fungi,NA,
482,Fungi_sp|FJ228210|SH1573644.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,ASV1551,1,98.413,NA,Fungi,NA,
483,Botrytis_caroliniana|KC171350|SH1570090.08FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Botrytis;s__Botrytis_caroliniana,ASV1552,1,99.465,NA,Fungi,NA,
484,Ascomycota_sp|KX274240|SH1506452.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp,ASV1556,1,97.84,NA,Fungi,NA,
485,Peltaster_fructicola|JN573671|SH1614074.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Peltaster;s__Peltaster_fructicola,ASV1558,1,99.497,NA,Fungi,NA,
486,Hannaella_zeae|AJ965481|SH1522797.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_zeae,ASV156,1,100,NA,Fungi,NA,
487,Paraconiothyrium_variabile|JQ936271|SH1525475.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraconiothyrium;s__Paraconiothyrium_variabile,ASV1560,1,99.156,NA,Fungi,NA,
488,Dothideomycetes_sp|AY843072|SH1571465.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes_sp,ASV1563,1,90.86,NA,Fungi,NA,
489,Saitozyma_paraflava|AY395800|SH1565597.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__Saitozyma_paraflava,ASV1564,1,99.333,NA,Fungi,NA,
490,Pringsheimia_smilacis|HM123141|SH1515074.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Pringsheimia;s__Pringsheimia_smilacis,ASV1565,1,95.671,NA,Fungi,NA,
491,Colpoma_sp|FJ025260|SH1505257.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Colpoma;s__Colpoma_sp,ASV1567,1,92,NA,Fungi,NA,
492,AF438191.1----AY346110.1,ASV1568,2,100,0,Plant,Triticum,
493,Metuloidea_sp|MF686531|SH1600345.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Metuloidea;s__Metuloidea_sp,ASV1569,1,99.194,NA,Fungi,NA,
494,Exserohilum_rostratum|HE664050|SH1526402.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Exserohilum;s__Exserohilum_rostratum,ASV157,1,99.005,NA,Fungi,NA,
495,Dothiora_cannabinae|AJ244243|SH1675005.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Dothiora;s__Dothiora_cannabinae,ASV1572,1,98.165,NA,Fungi,NA,
496,Microcyclospora_sp|GU269789|SH1564168.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Microcyclospora;s__Microcyclospora_sp,ASV1573,1,99.522,NA,Fungi,NA,
497,Entylomatales_sp|JQ910878|SH1516875.08FU|reps|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Entylomatales;f__unidentified;g__unidentified;s__Entylomatales_sp,ASV1575,1,99.02,NA,Fungi,NA,
498,Zygophiala_inaequalis|KF646709|SH1719086.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Schizothyriaceae;g__Zygophiala;s__Zygophiala_inaequalis,ASV1576,1,96.296,NA,Fungi,NA,
499,Pleosporales_sp|LC206490|SH1574356.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV1577,1,95.161,NA,Fungi,NA,
500,Marasmius_curreyi|EF187911|SH1543315.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__Marasmius;s__Marasmius_curreyi,ASV1579,1,100,NA,Fungi,NA,
501,Mycosphaerellaceae_sp|DQ302976|SH1591993.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__Mycosphaerellaceae_sp,ASV158,1,91.444,NA,Fungi,NA,
502,Dothiora_cannabinae|AJ244243|SH1675005.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Dothiora;s__Dothiora_cannabinae,ASV1580,1,97.706,NA,Fungi,NA,
503,Tremellales_sp|KM384103|SH1651016.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp,ASV1581,1,90.698,NA,Fungi,NA,
504,Ballistosporomyces_sasicola|AF444548|SH1570437.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Chionosphaeraceae;g__Ballistosporomyces;s__Ballistosporomyces_sasicola,ASV1582,1,97.546,NA,Fungi,NA,
505,Ceratobasidiaceae_sp|JQ972068|SH1554509.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unidentified;s__Ceratobasidiaceae_sp,ASV1584,1,98.165,NA,Fungi,NA,
506,Torula_hollandica|KF443406|SH1560800.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Torulaceae;g__Torula;s__Torula_hollandica,ASV1586,1,99.487,NA,Fungi,NA,
507,Sclerostagonospora_lathyri|JX517283|SH1525096.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Sclerostagonospora;s__Sclerostagonospora_lathyri,ASV1587,1,99.087,NA,Fungi,NA,
508,Hypocreaceae_sp|JF449870|SH1548212.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__unidentified;s__Hypocreaceae_sp,ASV1588,1,97.895,NA,Fungi,NA,
509,Rhodosporidiobolus_odoratus|KJ778638|SH1558738.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodosporidiobolus;s__Rhodosporidiobolus_odoratus,ASV1589,1,100,NA,Fungi,NA,
510,Gibberella_intricans|GQ505688|SH1610158.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_intricans----Fusarium_sp|GU721385|SH1610479.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sp----Fusarium_sp|GU721382|SH1610181.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sp,ASV159,3,100,0,Fungi,NA,
511,Rachicladosporium_cboliae|KT581767|SH1574010.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__Rachicladosporium_cboliae,ASV1591,1,91.561,NA,Fungi,NA,
512,Coprinopsis_sp|LC105652|SH1566175.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__Coprinopsis_sp----Coprinopsis_sp|MG662164|SH1566166.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__Coprinopsis_sp,ASV1592,2,97.117,0.022627417,Fungi,NA,
513,Trichosporon_insectorum|FJ196776|SH2480278.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon;s__Trichosporon_insectorum----Trichosporon_asahii|AY055381|SH2050808.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon;s__Trichosporon_asahii,ASV1593,2,100,0,Fungi,NA,
514,Taphrina_americana|AF492078|SH1519946.08FU|reps|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__Taphrina_americana,ASV1594,1,93.056,NA,Fungi,NA,
515,Ascomycota_sp|JQ070457|SH1648801.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp,ASV1595,1,99.005,NA,Fungi,NA,
516,Taphrina_mirabilis|AF492088|SH1519935.08FU|reps|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__Taphrina_mirabilis,ASV1596,1,100,NA,Fungi,NA,
517,Papiliotrema_perniciosus|AF472627|SH1650803.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_perniciosus,ASV1597,1,98.137,NA,Fungi,NA,
518,Phlebia_chrysocreas|KC514834|SH1544543.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Phlebia;s__Phlebia_chrysocreas,ASV1598,1,100,NA,Fungi,NA,
519,Capnobotryella_sp|AM746201|SH1641293.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Capnobotryella;s__Capnobotryella_sp,ASV1599,1,85.561,NA,Fungi,NA,
520,Uwebraunia_dekkeri|AF173309|SH1930240.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Uwebraunia;s__Uwebraunia_dekkeri,ASV16,1,100,NA,Fungi,NA,
521,Moesziomyces_aphidis|AF294699|SH1509407.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Moesziomyces;s__Moesziomyces_aphidis,ASV550,1,98.851,NA,Fungi,NA,
522,Pleosporales_sp|KT224851|SH1613814.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV1600,1,97.98,NA,Fungi,NA,
523,Hispidoconidioma_alpinum|FJ997285|SH1521449.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Hispidoconidioma;s__Hispidoconidioma_alpinum,ASV1602,1,81.481,NA,Fungi,NA,
524,Pleosporales_sp|AF455415|SH1576715.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV1603,1,97.297,NA,Fungi,NA,
525,Meruliaceae_sp|KJ831936|SH1544537.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__unidentified;s__Meruliaceae_sp,ASV1606,1,100,NA,Fungi,NA,
526,Ascomycota_sp|AY969332|SH1647475.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp,ASV1607,1,95.122,NA,Fungi,NA,
527,Dictyosporium_heptasporum|HQ631002|SH1646220.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dictyosporiaceae;g__Dictyosporium;s__Dictyosporium_heptasporum,ASV1610,1,96.985,NA,Fungi,NA,
528,Alternaria_metachromatica|JQ693660|SH1505864.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica,ASV1611,1,97.177,NA,Fungi,NA,
529,Biappendiculispora_japonica|LC001728|SH1556704.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Biappendiculispora;s__Biappendiculispora_japonica,ASV1612,1,96.875,NA,Fungi,NA,
530,Capnobotryella_sp|AM746201|SH1641293.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Capnobotryella;s__Capnobotryella_sp,ASV1615,1,85.561,NA,Fungi,NA,
531,Hispidoconidioma_alpinum|FJ997285|SH1521449.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Hispidoconidioma;s__Hispidoconidioma_alpinum,ASV1617,1,80.864,NA,Fungi,NA,
532,Seimatosporium_lichenicola|KU204484|SH1563700.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Seimatosporium;s__Seimatosporium_lichenicola----Xylariales_sp|EU687026|SH1563669.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__unidentified;g__unidentified;s__Xylariales_sp,ASV1618,2,89.5205,0.678115403,Fungi,NA,
533,Cryptococcus_sp|JN811084|SH1576897.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_sp,ASV1619,1,99.415,NA,Fungi,NA,
534,Ustilago_maydis|UDB016255|SH1509412.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Ustilago;s__Ustilago_maydis,ASV162,1,99.669,NA,Fungi,NA,
535,Recurvomyces_mirabilis|FJ415477|SH1521419.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Recurvomyces;s__Recurvomyces_mirabilis,ASV1620,1,89.524,NA,Fungi,NA,
536,Dioszegia_zsoltii_var._zsoltii|AF385445|SH2037713.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_zsoltii_var._zsoltii----Dioszegia_zsoltii_var._yunnanensis|AF385450|SH1609777.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_zsoltii_var._yunnanensis,ASV57,2,100,0,Fungi,NA,
537,Erythrobasidium_hasegawianum|AB030352|SH1613459.08FU|refs|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiaceae;g__Erythrobasidium;s__Erythrobasidium_hasegawianum,ASV1624,1,98.286,NA,Fungi,NA,
538,Ascomycota_sp|MH290364|SH1547058.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp,ASV571,1,96.02,NA,Fungi,NA,
539,Ascomycota_sp|JQ246356|SH1560799.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp,ASV1626,1,99.522,NA,Fungi,NA,
540,Diaporthales_sp|KP675776|SH1540709.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__unidentified;g__unidentified;s__Diaporthales_sp,ASV1627,1,95.745,NA,Fungi,NA,
541,Rhodosporidiobolus_ruineniae|AY015433|SH1558734.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodosporidiobolus;s__Rhodosporidiobolus_ruineniae,ASV1629,1,100,NA,Fungi,NA,
542,Diatrypaceae_sp|AY462564|SH1614261.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae;g__unidentified;s__Diatrypaceae_sp,ASV1630,1,98.222,NA,Fungi,NA,
543,Basidiomycota_sp|KT819328|SH1613471.08FU|reps|k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Basidiomycota_sp,ASV578,1,100,NA,Fungi,NA,
544,Ganodermataceae_sp|JN048775|SH1571981.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__unidentified;s__Ganodermataceae_sp,ASV1633,1,98.333,NA,Fungi,NA,
545,Tilletiopsis_washingtonensis|AB025686|SH1541583.08FU|refs|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Entylomatales;f__Entylomatales_fam_Incertae_sedis;g__Tilletiopsis;s__Tilletiopsis_washingtonensis,ASV164,1,97.235,NA,Fungi,NA,
546,Stagonospora_pseudovitensis|KF251261|SH1525087.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Stagonospora;s__Stagonospora_pseudovitensis,ASV165,1,98.198,NA,Fungi,NA,
547,Symmetrospora_coprosmae|KJ706837|SH1613491.08FU|reps|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_coprosmae,ASV166,1,97.059,NA,Fungi,NA,
548,Pleosporales_sp|KY568987|SH1554286.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV167,1,100,NA,Fungi,NA,
549,Leptosphaeria_sp|KC867873|SH1525140.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Leptosphaeria;s__Leptosphaeria_sp,ASV168,1,96.721,NA,Fungi,NA,
550,Fungi_sp|MH019936|SH1523077.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,ASV169,1,100,NA,Fungi,NA,
551,Mycosphaerella_tassiana|EF679363|SH1572792.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_tassiana,ASV17,1,100,NA,Fungi,NA,
